SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
EBBETF0425, EQ, 16-Dec-2022,1092.29,1093.74,1094.74,1092.29,1094.73,1094.73,1094.26,8113,88.78,112,7249,89.35
EBBETF0430, EQ, 16-Dec-2022,1235.96,1244.4,1244.4,1233.49,1237.91,1237.21,1236.85,3192,39.48,233,2928,91.73
EBBETF0431, EQ, 16-Dec-2022,1104.3,1102,1105.98,1102,1105.96,1105.57,1105.2,10614,117.31,109,10216,96.25
EBBETF0433, EQ, 16-Dec-2022,1000,1004,1005,1001.05,1003,1002.52,1002.44,10360,103.85,145,5818,56.16
ECLERX, EQ, 16-Dec-2022,1378.7,1381,1383.15,1376.7,1379.6,1378.9,1379.74,37366,515.56,4095,27291,73.04
ECLFINANCE, NG, 16-Dec-2022,1000,998,998,998,998,998,998,104,1.04,2,104,100
ECLFINANCE, NJ, 16-Dec-2022,989,989,990,986,986,986,989.41,1476,14.6,25,1062,71.95
ECLFINANCE, NK, 16-Dec-2022,990.3,1004,1004,1003,1003.9,1003.9,1003.96,1135,11.39,6,1135,100
ECLFINANCE, NO, 16-Dec-2022,1010,1010,1010,1003,1003,1003,1003.66,74,0.74,3,74,100
ECLFINANCE, NP, 16-Dec-2022,1094,1104,1104,1066.21,1090,1090,1098.84,220,2.42,4,200,90.91
ECLFINANCE, NQ, 16-Dec-2022,1472,1473,1473,1473,1473,1473,1473,15,0.22,2,15,100
ECLFINANCE, NR, 16-Dec-2022,1007.06,1018.9,1018.9,1006,1009,1013.63,1010.05,271,2.74,14,247,91.14
EDELWEISS, EQ, 16-Dec-2022,68.5,68.2,68.95,66.6,68.3,68,67.81,1647303,1116.99,10659,806694,48.97
EDUCOMP, BZ, 16-Dec-2022,2.55,2.55,2.55,2.5,2.55,2.5,2.51,20149,0.51,55, -, -
EHFLNCD, N5, 16-Dec-2022,1001,1000,1000,1000,1000,1000,1000,153,1.53,5,153,100
EHFLNCD, N6, 16-Dec-2022,1010.25,1037.99,1037.99,1015,1015,1017.4,1018.2,240,2.44,8,240,100
EICHERMOT, EQ, 16-Dec-2022,3303.5,3290,3347.3,3280,3297,3291.45,3310.55,771552,25542.64,55249,342115,44.34
EIDPARRY, EQ, 16-Dec-2022,578,576,601,574.2,598.5,597.9,593.87,633853,3764.24,24564,194413,30.67
EIFFL, EQ, 16-Dec-2022,161.55,161.55,163.85,159.1,161.45,161.45,161.05,10204,16.43,109,7998,78.38
EIHAHOTELS, EQ, 16-Dec-2022,453.3,452,458.2,445.25,445.4,448.55,452.39,7419,33.56,554,4017,54.14
EIHOTEL, EQ, 16-Dec-2022,181.5,181,183.35,178.5,178.6,179.35,180.81,315338,570.15,9562,143108,45.38
EIMCOELECO, EQ, 16-Dec-2022,428.9,426,434.2,420.05,430.45,425.45,425.48,2976,12.66,502,1770,59.48
EKC, EQ, 16-Dec-2022,96.05,96.3,96.3,93.45,94.4,94,94.78,175254,166.1,2994,111986,63.9
ELDEHSG, EQ, 16-Dec-2022,605.05,595.25,614.95,591.5,609.95,605.2,599.89,3087,18.52,225,2138,69.26
ELECON, EQ, 16-Dec-2022,426.25,423,430,421.05,422.7,423.25,425.83,80888,344.45,6747,43397,53.65
ELECTCAST, EQ, 16-Dec-2022,38.65,38.5,39.05,37.75,38.1,37.9,38.26,987448,377.77,3652,426486,43.19
ELECTHERM, EQ, 16-Dec-2022,73.4,74.25,74.25,73,73.3,73.3,73.55,6903,5.08,130,5497,79.63
ELGIEQUIP, EQ, 16-Dec-2022,503.6,503.6,504.3,477.05,489,490,487.2,370589,1805.51,14894,138323,37.33
ELGIRUBCO, EQ, 16-Dec-2022,35.1,35.4,35.4,34.55,34.9,34.8,34.99,23267,8.14,343,9703,41.7
EMAMILTD, EQ, 16-Dec-2022,440.05,438,442.6,432.25,434.9,434.8,435.75,167764,731.03,9229,102450,61.07
EMAMIPAP, EQ, 16-Dec-2022,147.9,149.2,155,148.3,152.7,152.1,152.01,46813,71.16,1294,22450,47.96
EMAMIREAL, EQ, 16-Dec-2022,79.2,79.1,89,78.3,79.3,79.85,83.53,1363842,1139.28,14061,332530,24.38
EMBASSY, RR, 16-Dec-2022,351.47,350,355,347.4,355,350.54,350.04,1038425,3634.89,9118,996424,95.96
EMIL, EQ, 16-Dec-2022,85.75,86,87.1,85,86.15,86.15,85.9,993015,853.03,5768,499095,50.26
EMKAY, EQ, 16-Dec-2022,75.25,75.35,76,73.1,73.2,73.35,74.04,22125,16.38,394,18533,83.76
EMKAYTOOLS, SM, 16-Dec-2022,296.3,281.5,281.5,281.5,281.5,281.5,281.5,600,1.69,1,600,100
EMMBI, EQ, 16-Dec-2022,94.6,93.75,94.55,92.65,93.85,93.25,93.45,10892,10.18,318,6694,61.46
EMUDHRA, EQ, 16-Dec-2022,308.4,308,312.55,306.8,308.15,308.3,310.23,56352,174.82,3444,27372,48.57
ENDURANCE, EQ, 16-Dec-2022,1449.6,1437,1457.2,1425,1439,1429.55,1437.52,15847,227.8,3262,7185,45.34
ENERGYDEV, EQ, 16-Dec-2022,20.8,21.15,21.15,20.2,20.45,20.35,20.46,82455,16.87,490,50730,61.52
ENGINERSIN, EQ, 16-Dec-2022,80.65,80.8,84.45,80.7,81.7,81.6,82.7,8289744,6855.48,24441,2055507,24.8
ENIL, EQ, 16-Dec-2022,158.75,159.85,159.85,155.3,156.15,156.95,158.06,41124,65,608,26292,63.93
EPL, EQ, 16-Dec-2022,167.8,168,193.4,167.25,189.3,191.05,185.63,10841608,20125.15,96552,1888265,17.42
EQUIPPP, BE, 16-Dec-2022,38.6,39.75,39.75,37.25,38.15,38.15,38.51,1666,0.64,51, -, -
EQUITAS, EQ, 16-Dec-2022,127.85,125.35,130,124.1,125.35,125.6,127.18,2183867,2777.4,16372,1194849,54.71
EQUITASBNK, EQ, 16-Dec-2022,59.15,58.4,59.45,56.75,57.05,57.1,58,2900628,1682.3,14519,980097,33.79
ERFLNCDI, N4, 16-Dec-2022,1062,1062,1062,1062,1062,1062,1062,90,0.96,2,90,100
ERFLNCDI, N5, 16-Dec-2022,952,952,952,952,952,952,952,100,0.95,1,100,100
ERFLNCDI, N6, 16-Dec-2022,1001,1002,1002,1002,1002,1002,1002,100,1,2,100,100
ERIS, EQ, 16-Dec-2022,667.15,671.8,687,664.65,665.5,668.1,677.62,50710,343.62,5522,17826,35.15
EROSMEDIA, EQ, 16-Dec-2022,28.75,29.6,30.15,28.55,29,29.15,29.54,860702,254.28,11153,458939,53.32
ESABINDIA, EQ, 16-Dec-2022,4116.65,4093,4200,4079.95,4163.7,4156.75,4155.48,6205,257.85,1615,2924,47.12
ESCORTS, EQ, 16-Dec-2022,2207.85,2207,2213,2170,2181.3,2176.75,2190.85,290438,6363.06,16867,63919,22.01
ESSARSHPNG, EQ, 16-Dec-2022,10.1,10.05,10.1,9.5,9.85,9.8,9.9,531395,52.61,902,316383,59.54
ESSENTIA, BE, 16-Dec-2022,8.65,8.95,9,8.7,8.85,8.8,8.86,214308,18.98,338, -, -
ESTER, EQ, 16-Dec-2022,136.75,137.35,139.7,135.4,135.55,136.6,137.08,49803,68.27,1749,22068,44.31
ETHOSLTD, EQ, 16-Dec-2022,1036.05,1016.5,1045,1001.05,1019.85,1023.4,1029.16,112551,1158.33,8441,76692,68.14
EUROBOND, SM, 16-Dec-2022,117.9,117.5,119.5,117.5,118,118,118.1,10000,11.81,5,6000,60
EUROTEXIND, EQ, 16-Dec-2022,11.35,11.5,12.4,11.35,11.85,11.8,11.78,14311,1.69,79,8176,57.13
EVEREADY, EQ, 16-Dec-2022,359.45,358.05,364.05,357.2,358.05,358.25,359.79,68717,247.23,2170,34329,49.96
EVERESTIND, EQ, 16-Dec-2022,814.8,820,834.65,805.1,811,811.35,815.63,23212,189.32,2554,8515,36.68
EXCEL, BE, 16-Dec-2022,0.55,0.5,0.55,0.5,0.5,0.55,0.54,8270050,44.36,2127, -, -
EXCELINDUS, EQ, 16-Dec-2022,1208.85,1205,1205,1188.3,1193.5,1191.9,1195.9,8514,101.82,1091,5392,63.33
EXIDEIND, EQ, 16-Dec-2022,191.05,189.9,191.45,186.7,188.9,189.55,189.26,2928687,5542.95,30191,1465441,50.04
EXPLEOSOL, EQ, 16-Dec-2022,1219.5,1207.3,1239,1198.3,1203,1202.5,1217.37,15295,186.2,2636,7399,48.38
EXXARO, EQ, 16-Dec-2022,115.95,116.6,118.95,114.6,115.9,116.3,116.08,109144,126.7,1671,81546,74.71
FACT, EQ, 16-Dec-2022,223.8,228.1,268.55,226.25,268.55,268.55,250.9,36991384,92813.03,278593,1656895,4.48
FAIRCHEMOR, EQ, 16-Dec-2022,1380.35,1379,1380,1310,1326,1324.55,1348.58,31157,420.18,5162,13586,43.6
FAZE3Q, EQ, 16-Dec-2022,285.2,284.15,289,270,286,282.6,276.24,15114,41.75,874,11795,78.04
FCL, EQ, 16-Dec-2022,261.45,262.75,273.55,260.1,264.4,264.3,266.22,1630487,4340.64,28990,502514,30.82
FCONSUMER, EQ, 16-Dec-2022,1.45,1.45,1.5,1.4,1.5,1.45,1.46,6143198,89.74,3614,3982516,64.83
FCSSOFT, EQ, 16-Dec-2022,2.9,2.9,3,2.85,2.95,2.9,2.94,5445764,159.96,3158,2905959,53.36
FDC, EQ, 16-Dec-2022,279.95,280,284.9,278.3,282.35,281,281.28,79465,223.52,3790,41428,52.13
FEDERALBNK, EQ, 16-Dec-2022,137.85,137.55,139.75,135.35,136.35,136.05,137.23,14600806,20037.4,74893,3957183,27.1
FEL, EQ, 16-Dec-2022,1.5,1.5,1.5,1.4,1.45,1.45,1.46,2237601,32.57,1303,1730289,77.33
FELDVR, EQ, 16-Dec-2022,7.5,7.5,7.7,7.2,7.25,7.45,7.52,24497,1.84,111,14844,60.6
FELIX, SM, 16-Dec-2022,75.95,78.7,79.7,75,75,75,78,16000,12.48,4,12000,75
FIBERWEB, EQ, 16-Dec-2022,37.8,38.55,38.55,36.55,36.75,36.8,37.19,35862,13.34,676,14821,41.33
FIDEL, SM, 16-Dec-2022,64.8,62.2,63,61,63,62.8,62,33000,20.46,11,27000,81.82
FIEMIND, EQ, 16-Dec-2022,1852.45,1849,1888.85,1805.05,1868.95,1868.05,1850.63,32547,602.32,5770,15610,47.96
FILATEX, EQ, 16-Dec-2022,94.95,96.5,96.5,94.15,94.8,94.75,94.8,117899,111.76,2023,59196,50.21
FINCABLES, EQ, 16-Dec-2022,586.7,588.85,588.85,561.2,581,578.15,574.11,398833,2289.74,16460,144024,36.11
FINEORG, EQ, 16-Dec-2022,5793,5772.7,5843,5766.05,5797,5793.15,5808.08,19132,1111.2,6021,8748,45.72
FINOPB, EQ, 16-Dec-2022,245.25,242.8,252.9,240.15,244.7,245.15,245.29,136606,335.08,4221,60886,44.57
FINPIPE, EQ, 16-Dec-2022,182.85,183.2,186.8,177.35,182.05,182.5,181.72,1267717,2303.72,22190,458210,36.14
FIVESTAR, EQ, 16-Dec-2022,584.75,593.8,627.8,586.5,610.3,610.25,610.21,423761,2585.83,19380,133092,31.41
FLEXITUFF, BE, 16-Dec-2022,27.6,28.4,28.4,27.3,27.75,27.95,27.95,7293,2.04,36, -, -
FLFL, EQ, 16-Dec-2022,5.9,6.05,6.15,5.95,6.15,6.15,6.14,403133,24.75,738,319457,79.24
FLUOROCHEM, EQ, 16-Dec-2022,3242.4,3230,3230.05,3085.1,3091,3101.8,3147.49,197386,6212.71,23308,95843,48.56
FMGOETZE, EQ, 16-Dec-2022,315.15,317.5,317.5,308.1,309.1,309.15,311.68,37120,115.7,1545,18278,49.24
FMNL, EQ, 16-Dec-2022,5.25,5.3,5.3,5.05,5.15,5.15,5.15,105329,5.42,265,53203,50.51
FOCE, SM, 16-Dec-2022,672.65,640.05,695,640.05,695,694.9,686.47,7800,53.54,12,6600,84.62
FOCUS, EQ, 16-Dec-2022,282.6,284.4,296.7,276.55,296.7,296.7,291.44,53312,155.37,860,43147,80.93
FOODSIN, BE, 16-Dec-2022,129.6,129.9,134,126.2,128.9,128.95,130.11,213644,277.97,723, -, -
FORCEMOT, EQ, 16-Dec-2022,1487,1488.95,1497,1465,1466,1471.7,1479.3,15628,231.19,2584,4697,30.06
FORTIS, EQ, 16-Dec-2022,284.4,284.4,284.9,275.2,277.05,277.9,280.33,718144,2013.2,19454,419286,58.38
FOSECOIND, EQ, 16-Dec-2022,1949.85,1949.85,1975,1921,1940,1938.3,1934.1,1747,33.79,335,906,51.86
FROG, SM, 16-Dec-2022,243.4,243.4,259.85,236,249.05,253.05,248.75,66400,165.17,137,41200,62.05
FSC, BE, 16-Dec-2022,25.2,25.7,25.7,25.1,25.6,25.35,25.43,14750,3.75,94, -, -
FSL, EQ, 16-Dec-2022,106.4,105.75,107.75,104.95,105.4,105.3,106.1,1966505,2086.37,12791,819682,41.68
FUSION, EQ, 16-Dec-2022,404.7,399,407.45,387.1,390,391.25,394.71,692523,2733.46,12734,330629,47.74
GABRIEL, EQ, 16-Dec-2022,187.9,188,195.85,186.8,188.75,189.15,192.69,1378616,2656.47,25338,445572,32.32
GAEL, EQ, 16-Dec-2022,252.6,252,255,244,248.1,248.7,248.63,230816,573.88,8622,82196,35.61
GAIL, EQ, 16-Dec-2022,97.35,97.2,100.2,96.6,96.7,96.75,98.51,35484499,34957.02,128081,16050950,45.23
GAL, EQ, 16-Dec-2022,3.4,3.6,4,3.35,3.6,3.5,3.58,1097938,39.28,783,733389,66.8
GALAXYSURF, EQ, 16-Dec-2022,2671.55,2683.7,2683.7,2638,2640,2646,2649.99,9567,253.52,2533,5774,60.35
GALLANTT, EQ, 16-Dec-2022,61.9,62.45,62.9,58,60.95,61.1,61.24,53947,33.04,720,26816,49.71
GANDHITUBE, EQ, 16-Dec-2022,607,604.7,610.4,580,581.55,584.95,591.93,14731,87.2,1102,9566,64.94
GANECOS, EQ, 16-Dec-2022,935.75,933,945.9,929,937.25,938.8,936.75,40373,378.19,2397,15677,38.83
GANESHBE, EQ, 16-Dec-2022,146.55,147.1,150.5,144.25,147.35,148.05,147.56,209983,309.86,2739,122347,58.27
GANESHHOUC, EQ, 16-Dec-2022,343.55,344.9,349.1,325.9,330.25,329.65,336.05,44349,149.04,1426,23085,52.05
GANGAFORGE, EQ, 16-Dec-2022,4.7,4.75,4.75,4.65,4.65,4.65,4.66,209661,9.77,308,163053,77.77
GANGESSECU, EQ, 16-Dec-2022,125.4,126,130.5,122.1,130.5,129.4,127.63,47333,60.41,1273,35611,75.24
GARFIBRES, EQ, 16-Dec-2022,3382.55,3382.55,3398.95,3231.15,3260,3270.65,3284.11,14866,488.22,4360,5155,34.68
GATEWAY, EQ, 16-Dec-2022,67.95,67.95,68.5,67.3,67.85,67.7,67.94,243920,165.72,3476,150479,61.69
GATI, EQ, 16-Dec-2022,157.15,157.15,159.5,154.15,155.95,155,156.76,237320,372.02,4498,97244,40.98
GAYAHWS, EQ, 16-Dec-2022,0.9,0.9,0.9,0.85,0.9,0.9,0.88,266374,2.34,168,261371,98.12
GAYAPROJ, BE, 16-Dec-2022,9.45,9.5,9.9,9.3,9.8,9.75,9.76,2973937,290.34,1974, -, -
GEECEE, EQ, 16-Dec-2022,161.35,159.8,163.2,158.6,162,160.25,160.83,18896,30.39,854,12976,68.67
GEEKAYWIRE, EQ, 16-Dec-2022,78.15,79.5,81.05,76.05,77.9,77.1,78.55,24730,19.43,454,15039,60.81
GENCON, EQ, 16-Dec-2022,32,32.25,32.6,31.75,32.1,31.9,32.36,49102,15.89,373,40099,81.66
GENESYS, EQ, 16-Dec-2022,471.7,478.8,478.8,466.25,470,470.35,469.57,4336,20.36,190,2963,68.33
GENUSPAPER, EQ, 16-Dec-2022,16.9,17.1,17.35,16.85,17.35,17.15,17.13,294237,50.41,818,186269,63.31
GENUSPOWER, EQ, 16-Dec-2022,91.6,91.95,91.95,87.75,88.5,88.8,89.11,499410,445.03,5466,185708,37.19
GEOJITFSL, EQ, 16-Dec-2022,48.75,48.6,48.9,47.75,48.05,48.05,48.35,383953,185.63,2577,189478,49.35
GEPIL, EQ, 16-Dec-2022,145.2,145.2,146.45,142,143.35,142.75,143.64,62415,89.65,2396,30830,49.4
GESHIP, EQ, 16-Dec-2022,685.5,683.65,702,680.05,698,699.85,697.08,344650,2402.49,12586,149529,43.39
GET&D, EQ, 16-Dec-2022,125.15,124.5,126.15,122.25,123.25,123.4,123.88,27203,33.7,840,12591,46.29
GFLLIMITED, EQ, 16-Dec-2022,66.65,66.8,67.1,65,65.6,65.8,65.9,57257,37.73,896,30748,53.7
GHCL, EQ, 16-Dec-2022,518.7,515,528,513,527,524.1,521.22,365931,1907.32,17635,182203,49.79
GICHSGFIN, EQ, 16-Dec-2022,192.75,192.8,196.65,186.55,188.1,189.15,191.26,937833,1793.74,14091,316693,33.77
GICL, SM, 16-Dec-2022,46,43.7,46,43.7,46,44.85,44.85,6000,2.69,2,6000,100
GICRE, EQ, 16-Dec-2022,177.1,178,179.85,165,165.3,166.65,171.74,6641951,11406.91,55560,1511862,22.76
GILLANDERS, EQ, 16-Dec-2022,77,76.5,82,76.5,79.7,79.2,79.48,98046,77.93,929,53115,54.17
GILLETTE, EQ, 16-Dec-2022,5066.25,5066.25,5090,5050.55,5065,5065.05,5066.64,6242,316.26,2307,4757,76.21
GILT5YBEES, EQ, 16-Dec-2022,50.39,50.39,50.4,50.28,50.38,50.34,50.36,88057,44.34,519,64649,73.42
GINNIFILA, EQ, 16-Dec-2022,33.75,33.8,34.4,33.3,34,33.6,33.78,34673,11.71,395,20971,60.48
GIPCL, EQ, 16-Dec-2022,88.85,89.3,89.9,87.2,87.6,87.55,88.3,212032,187.22,2923,96663,45.59
GKWLIMITED, EQ, 16-Dec-2022,577.2,572.4,580.95,572.15,579.95,579.85,575.94,72,0.41,14,68,94.44
GLAND, EQ, 16-Dec-2022,1749.6,1738,1751,1683.45,1698,1690.2,1701.04,707265,12030.85,33797,511096,72.26
GLAXO, EQ, 16-Dec-2022,1343.45,1347.55,1370,1332.2,1333.25,1344.4,1352.3,109971,1487.14,11189,37866,34.43
GLENMARK, EQ, 16-Dec-2022,436.45,435,436,416.85,418,417.8,421.78,1095594,4621.04,16316,407065,37.15
GLFL, EQ, 16-Dec-2022,3.45,3.6,3.6,3.4,3.6,3.6,3.58,40374,1.45,83,35642,88.28
GLOBAL, EQ, 16-Dec-2022,186.9,180.15,196.2,177.6,196.2,196.2,184.59,115964,214.06,1570,71038,61.26
GLOBALVECT, EQ, 16-Dec-2022,54.3,56.3,63.8,56.2,57.4,56.9,59.72,440711,263.19,4920,111268,25.25
GLOBE, EQ, 16-Dec-2022,4.85,4.85,4.95,4.85,4.85,4.9,4.89,875002,42.75,938,539891,61.7
GLOBUSSPR, EQ, 16-Dec-2022,905.8,903.95,925.65,890,900,901.05,906.66,95982,870.23,6916,35052,36.52
GLS, EQ, 16-Dec-2022,435.25,429.1,433.5,426.55,427.55,427.2,429.51,49012,210.51,3707,33006,67.34
GMBREW, EQ, 16-Dec-2022,619.25,618.85,630,611.95,612.5,615.35,620.19,35583,220.68,2016,21164,59.48
GMDCLTD, EQ, 16-Dec-2022,152.9,153.85,155.4,151.65,152,152.25,153.2,861964,1320.56,8193,301580,34.99
GMMPFAUDLR, EQ, 16-Dec-2022,1924.7,1725,1765,1576.1,1632,1644.5,1678.26,12339801,207093.92,176039,7870599,63.78
GMRINFRA, EQ, 16-Dec-2022,42.4,42.2,42.75,41.25,41.5,41.45,41.82,13833563,5785.12,42431,4834304,34.95
GMRP&UI, EQ, 16-Dec-2022,25,24.6,25.4,24.2,24.55,24.55,24.82,1708446,424.12,4760,1142381,66.87
GNA, EQ, 16-Dec-2022,672.85,674.45,675,655,660.9,659.5,667.93,18856,125.94,1687,9891,52.46
GNFC, EQ, 16-Dec-2022,599.3,596.95,598.85,580.1,582.9,583.65,586.87,1339335,7860.1,32397,445975,33.3
GOACARBON, EQ, 16-Dec-2022,565.05,564,568.85,542,548,544.8,555.51,32703,181.67,2132,21112,64.56
GOCLCORP, EQ, 16-Dec-2022,339.7,343.05,348.5,335.65,346,344.5,341.95,36940,126.32,2807,14971,40.53
GOCOLORS, EQ, 16-Dec-2022,1211.45,1210,1210,1161.05,1210,1191.25,1197.04,81697,977.94,9259,61991,75.88
GODFRYPHLP, EQ, 16-Dec-2022,1974.95,1980,1990,1873.6,1875,1893.4,1924.58,147770,2843.95,14648,44602,30.18
GODHA, EQ, 16-Dec-2022,3.15,3.15,3.2,3.05,3.1,3.1,3.15,588122,18.54,894,396583,67.43
GODREJAGRO, EQ, 16-Dec-2022,483.2,480,486.2,478.15,480,480.6,481.29,39300,189.15,2578,21848,55.59
GODREJCP, EQ, 16-Dec-2022,903.2,902.9,905.05,893.25,899.05,896.8,898.57,1208697,10861.03,55902,835308,69.11
GODREJIND, EQ, 16-Dec-2022,460.45,460.45,468,453.55,462.75,463.15,461.93,171237,791,11441,79844,46.63
GODREJPROP, EQ, 16-Dec-2022,1310.8,1306.95,1321.55,1283.9,1291,1293.25,1301.93,554138,7214.49,21494,230639,41.62
GOENKA, BZ, 16-Dec-2022,1.65,1.65,1.7,1.65,1.65,1.65,1.67,147270,2.46,193, -, -
GOKEX, EQ, 16-Dec-2022,374.6,374,388.9,373.75,384.5,379.75,381.7,255098,973.72,9502,104543,40.98
GOKUL, EQ, 16-Dec-2022,35.8,35.75,41.4,34.4,39.75,39.9,39.81,2698510,1074.41,11846,1151784,42.68
GOKULAGRO, EQ, 16-Dec-2022,131.85,132.45,137.85,129.1,135.4,135.9,135.42,721454,977.02,12771,235671,32.67
GOLDBEES, EQ, 16-Dec-2022,46.03,45.83,46.41,45.83,46.15,46.1,46.11,2141668,987.61,13342,1362027,63.6
GOLDENTOBC, BZ, 16-Dec-2022,71.45,69.5,71.35,69.05,71.1,70.1,70.29,3172,2.23,80, -, -
GOLDIAM, EQ, 16-Dec-2022,134.95,133.5,136.6,132.5,133.75,133.3,134.09,91469,122.65,2093,44513,48.66
GOLDSHARE, EQ, 16-Dec-2022,46.05,46.4,46.4,46,46.1,46.1,46.19,90262,41.69,339,40845,45.25
GOLDSTAR, SM, 16-Dec-2022,100.5,105.5,105.5,105.5,105.5,105.5,105.5,6000,6.33,1,6000,100
GOLDTECH, EQ, 16-Dec-2022,49,49.8,50.05,48.5,48.5,48.8,49.07,10811,5.3,248,7036,65.08
GOODLUCK, EQ, 16-Dec-2022,495.35,491,499.7,491,497.9,496.95,496.56,309822,1538.45,5254,82059,26.49
GOODYEAR, EQ, 16-Dec-2022,1150.4,1150.4,1154.6,1129.9,1140,1132.5,1138.45,12405,141.22,1916,7389,59.56
GOYALALUM, EQ, 16-Dec-2022,173.35,184,184,162.25,162.25,171.8,173.02,29323,50.73,231,1543,5.26
GPIL, EQ, 16-Dec-2022,359.65,355.1,366,351,356.1,356.05,357.39,364797,1303.74,9779,165455,45.36
GPPL, EQ, 16-Dec-2022,96.75,96.8,97.7,94.7,96.75,97,96.41,1940897,1871.19,13206,797129,41.07
GPTINFRA, EQ, 16-Dec-2022,55.75,55.95,57,54.7,56.45,56.3,55.71,37000,20.61,515,27794,75.12
GRANULES, EQ, 16-Dec-2022,333.8,333.15,334.75,324.95,326,326.2,327.63,607205,1989.41,12132,217666,35.85
GRAPHITE, EQ, 16-Dec-2022,400.55,400.55,405.95,391.1,392.55,392.65,397.82,365613,1454.48,10509,139607,38.18
GRASIM, EQ, 16-Dec-2022,1786.9,1779,1790.1,1752,1757.75,1756.35,1764.42,709051,12510.65,32881,349008,49.22
GRAUWEIL, EQ, 16-Dec-2022,93.05,93.6,94.6,90.4,91.45,90.9,91.89,430390,395.48,3900,230526,53.56
GRAVITA, EQ, 16-Dec-2022,429.45,430.15,439.35,419.45,428,424.2,427.27,451802,1930.42,16978,107879,23.88
GREAVESCOT, EQ, 16-Dec-2022,143.05,142.5,143.95,140,140.15,140.65,141.87,969458,1375.42,11727,385592,39.77
GREENLAM, EQ, 16-Dec-2022,324.65,324.65,324.65,316.7,322,320.7,320.71,9413,30.19,2891,6049,64.26
GREENPANEL, EQ, 16-Dec-2022,345.6,346.75,346.75,339,340,339.85,340.94,278878,950.79,17178,149234,53.51
GREENPLY, EQ, 16-Dec-2022,154.95,155.95,157,154.1,156,155.8,155.53,96354,149.85,4128,52538,54.53
GREENPOWER, EQ, 16-Dec-2022,10.4,10.65,11.45,9.95,11.15,11.05,10.86,38993195,4233.2,22857,12711162,32.6
GRINDWELL, EQ, 16-Dec-2022,1920,1927,1953.3,1855,1950,1942.1,1903.52,119180,2268.62,17036,77032,64.64
GRINFRA, EQ, 16-Dec-2022,1219.75,1228,1228,1185,1185.9,1189.35,1200.1,8873,106.48,1673,4772,53.78
GRMOVER, EQ, 16-Dec-2022,368.9,368.95,372.15,363.55,364.55,367.5,366.73,36236,132.89,4066,4833,13.34
GROBTEA, EQ, 16-Dec-2022,887.35,872.5,889,870.05,880.55,884.75,884.02,53,0.47,26,34,64.15
GRPLTD, EQ, 16-Dec-2022,1916.1,1967.5,1968,1879,1880,1891.15,1902.82,1809,34.42,493,1224,67.66
GRSE, EQ, 16-Dec-2022,505.5,505.5,511.05,480,485,483.45,493.09,710058,3501.25,19525,210830,29.69
GRWRHITECH, EQ, 16-Dec-2022,705.8,709.4,710.5,693,700.1,699.55,700.82,15174,106.34,1129,10242,67.5
GSCLCEMENT, EQ, 16-Dec-2022,38.95,38.55,39.95,38.2,38.55,38.45,38.7,94120,36.43,970,54871,58.3
GSFC, EQ, 16-Dec-2022,148.9,148.6,152.4,145.05,146.85,147.2,148.65,10716946,15930.78,62563,3255149,30.37
GSPL, EQ, 16-Dec-2022,269.05,269.5,273.2,264.55,272,271.6,268.42,1308258,3511.64,19419,485835,37.14
GSS, EQ, 16-Dec-2022,287.7,290.6,291.85,279.05,281.5,282,282.59,64540,182.38,2571,40487,62.73
GTL, EQ, 16-Dec-2022,8.95,9,9.15,8.75,8.75,8.85,8.96,559684,50.12,1100,313182,55.96
GTLINFRA, EQ, 16-Dec-2022,1.3,1.3,1.35,1.25,1.3,1.3,1.3,47852248,620.61,9000,14637986,30.59
GTPL, EQ, 16-Dec-2022,141.75,143.75,143.75,139.4,140,140.15,140.57,52560,73.88,1133,29411,55.96
GUFICBIO, EQ, 16-Dec-2022,213.5,214.55,218,209.4,217,211.85,212.12,70105,148.71,2330,40617,57.94
GUJALKALI, EQ, 16-Dec-2022,766.55,760.15,769,751.75,753,753.8,758.73,54984,417.18,4213,25648,46.65
GUJAPOLLO, EQ, 16-Dec-2022,199.25,201,201,196,199.7,199.6,199.38,2292,4.57,85,1576,68.76
GUJGASLTD, EQ, 16-Dec-2022,531.8,532.65,532.65,519.25,520.9,521,524.78,818134,4293.37,21354,221857,27.12
GUJRAFFIA, BE, 16-Dec-2022,35,36.75,36.75,35.15,36.75,36.75,36.56,11345,4.15,88, -, -
GULFOILLUB, EQ, 16-Dec-2022,458.75,458.75,460.85,449,457,456.55,454.39,26775,121.66,3744,14198,53.03
GULFPETRO, EQ, 16-Dec-2022,43.45,43.5,43.65,42.5,43.15,43.1,43,123410,53.07,989,69374,56.21
GULPOLY, EQ, 16-Dec-2022,258.9,261.5,277.5,258.95,270,271.6,269.97,222239,599.98,6535,92494,41.62
GVKPIL, EQ, 16-Dec-2022,3.35,3.35,3.4,3.2,3.2,3.2,3.24,3199624,103.57,1201,1977341,61.8
HAL, EQ, 16-Dec-2022,2603.8,2600,2615,2544.2,2583,2586.45,2583.32,774043,19996.02,45130,200779,25.94
